snapshots,AL,AT,BE,BG,CH,CZ,DE,DK,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LV,MK,NL,NO,PL,PT,RO,RS,SI,SK
2020-01-01 20:00:00,0.0,1677.8,1417.5,0.0,113.6,0.0,19523.8,442.4,28878.7,227.9,17074.3,27030.0,2953.9,171.3,1628.9,0.0,39275.3,525.6,2292.6,0.0,13000.0,0.0,0.0,2221.8,0.0,0.0,0.0,1547.0
2020-01-01 21:00:00,0.0,0.0,1417.5,0.0,60.9,0.0,18728.0,0.0,30650.3,227.9,17353.9,25892.1,3128.0,148.4,2010.0,0.0,31734.5,525.0,2292.6,0.0,11648.3,0.0,0.0,3497.7,0.0,0.0,0.0,1529.0
2020-01-01 22:00:00,0.0,0.0,1417.5,0.0,60.9,0.0,19498.9,0.0,32249.3,227.9,17718.0,19459.9,3971.6,307.5,1568.2,0.0,28328.4,525.0,2117.9,0.0,11634.3,0.0,0.0,6209.1,0.0,49.3,0.0,1634.3
2020-01-01 23:00:00,0.0,0.0,1417.5,174.5,60.9,0.0,19568.0,0.0,35856.6,227.9,17685.7,12859.0,4203.7,651.5,751.1,0.0,25664.1,525.0,1502.0,0.0,9725.6,0.0,0.0,6830.3,0.0,49.3,0.0,629.2
2020-01-02 00:00:00,0.0,0.0,848.9,174.5,60.9,0.0,13669.1,0.0,32316.5,18.0,15150.4,7728.6,4203.7,770.7,636.8,0.0,19033.4,525.0,1090.0,0.0,6073.5,0.0,0.0,5852.4,0.0,49.3,0.0,1559.2
2020-01-02 01:00:00,0.0,0.0,0.0,174.5,60.9,0.0,12696.3,0.0,30086.4,0.0,12598.7,6625.2,1950.6,1085.8,0.0,0.0,16430.8,525.0,1024.6,0.0,4368.3,0.0,0.0,4029.6,0.0,49.3,0.0,1559.2
2020-01-02 02:00:00,0.0,1285.6,0.0,174.5,60.9,0.0,13035.0,0.0,25237.5,0.0,11014.0,0.0,1329.1,923.5,891.2,0.0,13770.2,525.0,875.9,0.0,3978.1,0.0,0.0,4029.6,0.0,49.3,0.0,1559.2
2020-01-02 03:00:00,0.0,0.0,0.0,0.0,56.6,0.0,15142.8,0.0,19239.8,0.0,10123.3,0.0,0.0,656.5,0.0,0.0,16175.6,522.3,853.8,0.0,1025.2,0.0,0.0,4029.6,0.0,49.6,0.0,595.5
2020-01-02 04:00:00,0.0,0.0,0.0,0.0,56.6,0.0,14787.3,0.0,18555.7,61.9,9633.7,0.0,0.0,656.5,891.2,0.0,16359.6,522.3,1061.2,0.0,1439.2,0.0,0.0,3215.4,0.0,49.6,0.0,1608.9
2020-01-02 05:00:00,0.0,2580.7,344.5,0.0,56.6,0.0,15477.5,0.0,21563.9,227.9,12360.2,0.0,793.3,969.6,894.8,0.0,19848.5,522.3,1231.4,0.0,3603.0,0.0,0.0,3538.0,0.0,49.6,0.0,1608.9
2020-01-02 06:00:00,0.0,2673.3,1417.5,0.0,56.6,0.0,20816.2,137.5,28930.1,227.9,15488.4,0.0,2893.5,145.8,1285.3,0.0,26358.7,522.3,2128.3,0.0,9040.6,0.0,0.0,4029.6,0.0,49.6,0.0,1608.9
2020-01-02 07:00:00,0.0,5837.8,1537.0,0.0,57.0,0.0,25209.6,436.1,27326.8,1702.6,16684.6,487.4,4035.0,161.4,1913.1,0.0,40028.2,655.7,2128.3,0.0,11594.2,0.0,0.0,1350.5,0.0,49.6,0.0,1661.1
2020-01-02 08:00:00,0.0,5747.8,1631.8,0.0,57.0,0.0,25769.6,436.1,32227.5,922.7,16958.1,8413.3,4060.7,145.8,1641.4,0.0,42847.0,2952.5,2284.6,0.0,13395.2,0.0,466.4,854.3,0.0,49.6,0.0,1680.0
2020-01-02 09:00:00,0.0,5749.8,1777.4,0.0,61.5,0.0,25112.3,344.5,31519.9,1702.6,17462.0,14688.9,4061.9,175.8,2745.7,0.0,43382.8,2755.5,2284.3,0.0,14524.2,0.0,686.7,997.4,0.0,48.5,0.0,1699.0
2020-01-02 10:00:00,0.0,5262.7,2843.4,0.0,61.5,0.0,24950.9,344.5,30643.8,1989.8,17350.8,16843.8,4054.4,217.0,2531.0,0.0,39679.4,2289.1,2284.3,0.0,16894.3,0.0,729.7,2020.5,0.0,48.5,0.0,1698.9
2020-01-02 11:00:00,0.0,5628.1,3286.2,0.0,61.5,0.0,24730.0,344.5,30343.6,2000.5,17536.8,17176.7,4051.6,248.4,3557.4,0.0,38621.5,2460.9,2284.3,0.0,16228.1,0.0,729.7,2336.2,0.0,48.5,0.0,1698.8
2020-01-02 12:00:00,0.0,5617.8,3378.8,0.0,61.5,0.0,24786.2,344.5,29322.6,2000.5,17954.9,17386.4,4053.1,247.0,3495.2,0.0,37177.2,2774.0,2284.3,0.0,16145.9,0.0,729.7,2673.0,0.0,48.5,0.0,1698.7
2020-01-02 13:00:00,0.0,6025.0,3904.2,0.0,61.5,0.0,25151.5,344.5,29070.9,2000.5,17563.7,18143.3,4055.6,261.0,3623.7,0.0,36398.3,2981.9,2284.3,0.0,14913.0,0.0,729.7,2778.1,0.0,48.5,0.0,1698.7
2020-01-02 14:00:00,0.0,5916.4,2930.6,0.0,61.5,0.0,24977.7,344.5,29211.0,2000.5,16880.8,17300.3,4078.0,229.9,3623.8,0.0,42801.4,3610.9,2284.3,0.0,13859.6,0.0,729.7,2927.3,0.0,48.5,0.0,1698.8
2020-01-02 15:00:00,0.0,5004.4,3354.7,0.0,69.3,0.0,23490.0,416.2,28283.4,2000.5,16823.2,17966.1,4088.6,116.1,3624.0,0.0,49287.0,3899.2,2285.2,0.0,12248.7,0.0,729.7,3052.3,0.0,38.8,0.0,1584.8
2020-01-02 16:00:00,0.0,4421.2,1998.2,585.3,69.3,0.0,23578.4,416.2,28282.8,2000.5,16628.8,19136.9,4106.5,112.3,3624.1,0.0,52708.7,3889.7,2285.2,0.0,12249.6,0.0,729.7,2970.2,0.0,38.8,0.0,1584.8
2020-01-02 17:00:00,0.0,3797.6,2046.4,153.5,69.3,0.0,23219.9,416.2,29723.1,2000.5,17768.9,22547.0,4117.8,239.2,1744.0,0.0,56393.6,3899.2,2285.2,0.0,13081.0,0.0,729.7,2803.1,0.0,38.8,0.0,1588.8
2020-01-02 18:00:00,0.0,3675.4,1815.1,0.0,69.3,0.0,22326.2,416.2,30948.0,2000.5,18468.6,25456.8,4116.2,300.1,1401.9,0.0,56883.1,3498.1,2285.2,0.0,12513.6,0.0,729.7,2907.4,0.0,38.8,0.0,1588.8
2020-01-02 19:00:00,0.0,3675.4,1792.0,14.0,69.3,0.0,21725.3,0.0,30903.2,2000.5,16652.2,34157.4,4110.1,313.4,1698.5,5.0,54752.7,2155.8,2285.2,0.0,12621.2,0.0,729.7,3072.8,0.0,38.8,0.0,1584.8
2020-01-02 20:00:00,0.0,3355.4,1926.3,196.1,69.3,0.0,20089.0,193.6,32143.3,1846.8,16278.8,23559.0,4097.8,302.3,3154.0,60.2,53396.2,810.6,2285.2,0.0,11118.3,0.0,729.7,4005.3,0.0,38.8,0.0,1506.3
2020-01-02 21:00:00,0.0,789.3,1205.1,669.4,67.4,0.0,17162.5,0.0,35406.5,842.8,15480.0,17982.9,4079.0,501.1,2070.1,0.0,54371.1,497.5,2141.5,0.0,8622.5,0.0,0.0,4121.3,0.0,42.6,0.0,1421.2
2020-01-02 22:00:00,0.0,3392.3,583.9,527.3,67.4,0.0,13898.6,0.0,32923.9,227.9,16446.2,8017.9,4066.7,501.1,1274.4,0.0,50125.6,497.5,2141.5,0.0,4600.5,0.0,0.0,4084.4,0.0,42.6,0.0,1410.9
2020-01-02 23:00:00,0.0,0.0,195.7,0.0,67.4,0.0,12100.2,0.0,30872.4,227.9,15909.9,563.2,4016.7,807.3,877.4,0.0,44792.2,497.5,1488.5,0.0,2241.8,0.0,0.0,6830.3,0.0,42.6,0.0,1383.5
2020-01-03 00:00:00,0.0,383.6,14.6,0.0,44.0,0.0,10500.0,0.0,30698.2,227.9,14078.9,0.0,3740.5,454.3,773.6,0.0,31165.9,489.8,1295.9,0.0,913.0,0.0,0.0,6830.3,0.0,41.4,0.0,1173.7
2020-01-03 01:00:00,0.0,1122.4,18.1,92.4,44.0,0.0,9378.8,0.0,28286.3,178.5,11231.4,0.0,2066.8,1099.9,665.4,0.0,24862.9,489.8,1288.5,0.0,2043.2,0.0,0.0,5042.6,0.0,41.4,0.0,515.9
2020-01-03 02:00:00,0.0,606.2,95.5,174.5,44.0,0.0,8569.6,0.0,23622.1,173.2,9371.2,0.0,600.4,454.3,205.1,0.0,22861.5,489.8,1342.1,0.0,433.6,1137.4,0.0,4903.5,0.0,41.4,0.0,476.4
2020-01-03 03:00:00,0.0,771.2,0.0,174.5,44.2,0.0,7219.9,0.0,20981.6,153.1,3425.3,12815.6,91.0,503.4,56.9,0.0,21539.6,501.1,1032.9,0.0,2386.3,0.0,0.0,4029.6,0.0,36.2,0.0,517.2
2020-01-03 04:00:00,0.0,237.4,108.4,174.5,44.2,0.0,7748.7,0.0,19322.0,397.5,457.0,0.0,1408.8,1046.5,242.7,0.0,22266.2,501.1,1259.7,0.0,418.1,1137.4,0.0,4029.6,0.0,36.2,0.0,517.2
2020-01-03 05:00:00,0.0,811.5,123.5,0.0,44.2,0.0,8216.3,0.0,19877.7,1702.6,2798.1,0.0,3894.7,503.4,790.5,0.0,25299.0,501.1,1259.7,0.0,1265.3,1137.4,0.0,5867.4,0.0,36.2,0.0,1356.4
2020-01-03 06:00:00,0.0,933.7,113.7,0.0,44.2,0.0,11139.3,0.0,27334.0,227.9,3559.1,0.0,4038.8,471.4,1088.5,0.0,35968.6,501.1,2132.1,0.0,3354.3,0.0,0.0,4928.9,0.0,36.2,0.0,1482.9
2020-01-03 07:00:00,0.0,3235.0,206.2,0.0,69.4,0.0,15480.5,0.0,33668.6,1702.6,7898.4,8305.9,4077.5,136.3,1722.1,0.0,46373.1,1551.2,2284.8,0.0,4980.3,0.0,466.4,4772.0,0.0,36.2,0.0,1530.5
2020-01-03 08:00:00,0.0,3432.1,1809.1,0.0,44.2,0.0,13859.4,802.8,34066.6,2000.5,11292.8,15751.8,4087.7,126.7,1906.6,1224.0,50789.4,1852.9,2284.8,0.0,10631.5,0.0,729.7,4029.6,0.0,36.2,0.0,1530.5
2020-01-03 09:00:00,0.0,4118.0,1970.9,0.0,42.6,0.0,12767.4,819.6,36031.2,2000.5,16730.5,19763.7,4086.0,181.2,1947.8,2353.4,49152.7,2087.9,2284.7,0.0,11705.0,0.0,729.7,3139.5,0.0,40.6,0.0,1609.2
2020-01-03 10:00:00,0.0,4799.3,1851.5,0.0,42.6,0.0,12347.8,944.3,31345.4,2000.5,16302.2,33974.0,4082.7,260.2,1571.0,3804.9,49747.6,2703.9,2284.7,0.0,13123.0,0.0,729.7,2698.9,0.0,40.6,0.0,1609.3
2020-01-03 11:00:00,0.0,3838.4,1874.9,0.0,42.6,0.0,13309.0,1015.9,36745.4,2000.5,16550.1,23440.8,4078.7,168.0,2013.4,4333.2,45942.4,3019.6,2284.7,0.0,12882.5,0.0,729.7,3363.2,0.0,40.6,0.0,1609.4
2020-01-03 12:00:00,0.0,3797.6,2080.1,0.0,42.6,0.0,13056.1,925.7,35845.8,2000.5,16596.9,24966.7,4075.8,159.2,2051.9,5091.3,42261.4,3079.7,2284.7,0.0,11970.7,0.0,729.7,3406.2,0.0,40.6,0.0,1609.1
2020-01-03 13:00:00,0.0,3797.6,1693.5,0.0,42.6,0.0,13459.5,914.2,34676.5,2000.5,16409.5,23099.9,4076.2,140.7,2045.5,5322.9,42316.6,2495.1,2284.7,0.0,11503.0,0.0,729.7,3886.7,0.0,40.6,0.0,1609.1
2020-01-03 14:00:00,0.0,3797.6,1647.1,0.0,42.6,0.0,14296.0,973.2,32907.1,2000.5,16461.7,24282.2,4085.8,130.2,2158.6,3195.8,46975.6,3134.5,2284.7,0.0,11495.7,0.0,729.7,3505.2,0.0,40.6,0.0,1608.4
2020-01-03 15:00:00,0.0,4585.4,1797.9,0.0,38.1,0.0,13339.5,1743.5,32452.2,2000.5,16432.7,23011.8,4097.6,97.8,2030.2,3152.2,52205.2,3877.7,2284.9,0.0,10891.3,0.0,729.7,3562.9,0.0,31.5,0.0,1560.8
2020-01-03 16:00:00,0.0,3861.5,2004.9,0.0,38.1,0.0,14708.8,1197.6,31503.7,2000.5,16432.6,26658.0,4122.2,92.3,1655.4,3264.2,54431.5,3215.4,2284.9,0.0,12551.6,0.0,891.6,3429.2,0.0,31.5,0.0,1561.1
2020-01-03 17:00:00,0.0,3514.4,2000.1,0.0,38.1,0.0,14453.3,1669.3,31520.1,2000.5,16512.9,32340.9,4132.2,108.5,1784.1,2883.1,55022.0,3582.0,2284.9,0.0,12486.5,0.0,729.7,2621.7,0.0,31.5,0.0,1561.5
2020-01-03 18:00:00,0.0,3797.6,1936.1,0.0,38.1,0.0,13606.5,898.3,31525.9,2000.5,16881.5,33908.4,4130.6,96.1,1776.1,3350.6,57348.5,2670.4,2284.9,0.0,12748.9,0.0,729.7,2774.6,0.0,31.5,0.0,1560.7
2020-01-03 19:00:00,0.0,3514.4,1900.2,0.0,38.1,0.0,11712.7,640.5,28113.3,1702.6,16808.6,45852.2,4125.2,137.3,2354.4,3221.6,56052.5,1712.2,2284.9,0.0,13463.6,0.0,466.4,2549.4,0.0,31.5,0.0,1550.9
2020-01-03 20:00:00,0.0,2263.7,1619.1,0.0,38.1,0.0,14752.3,0.0,34629.2,593.8,16667.6,32421.1,4110.0,139.8,2063.9,2425.1,52991.4,496.2,2284.9,0.0,12396.5,0.0,466.4,3375.6,0.0,31.5,0.0,1474.0
2020-01-03 21:00:00,0.0,933.7,1771.3,0.0,35.6,0.0,13903.9,0.0,34289.1,489.4,17111.0,27501.8,4093.4,152.2,1868.7,2651.2,50237.1,514.4,2111.1,0.0,11157.6,0.0,0.0,4274.5,0.0,34.6,0.0,1496.0
2020-01-03 22:00:00,0.0,933.7,1902.7,0.0,42.4,0.0,11334.9,0.0,33252.3,227.9,17729.4,17589.7,4082.4,436.7,1168.3,1542.8,43018.4,514.4,2111.1,0.0,8831.2,0.0,0.0,4476.5,0.0,34.6,0.0,1491.7
2020-01-03 23:00:00,0.0,455.4,2265.6,0.0,35.6,0.0,8817.4,0.0,33047.4,227.9,16497.7,9916.2,4050.3,436.7,1038.8,630.8,35027.7,514.4,1954.3,0.0,7371.5,0.0,0.0,5826.9,0.0,34.6,0.0,1442.1
2020-01-04 00:00:00,0.0,955.5,831.6,0.0,32.5,0.0,6853.0,0.0,35779.7,227.9,16665.6,478.5,3982.2,405.3,804.8,0.0,22461.6,508.6,1089.0,0.0,6566.2,0.0,0.0,4909.7,0.0,31.8,0.0,1220.4
2020-01-04 01:00:00,0.0,1618.4,0.0,0.0,32.5,0.0,5765.1,0.0,30834.9,90.4,13778.2,0.0,4402.3,405.3,1173.5,0.0,18554.8,508.6,1089.0,0.0,3923.8,187.2,0.0,4029.6,0.0,31.8,0.0,495.4
2020-01-04 02:00:00,0.0,1113.4,0.0,174.5,32.5,0.0,5904.9,0.0,25610.6,0.0,11780.2,0.0,3582.8,405.3,864.5,0.0,16355.7,508.6,1089.0,0.0,3889.2,1137.4,0.0,4029.6,0.0,31.8,0.0,495.4
2020-01-04 03:00:00,0.0,739.5,0.0,174.5,33.0,0.0,6281.8,0.0,20798.3,227.9,7801.5,946.3,3234.3,391.8,436.2,245.3,14593.2,520.7,1078.4,0.0,2415.2,0.0,0.0,4029.6,0.0,30.4,0.0,520.5
2020-01-04 04:00:00,0.0,759.0,0.0,174.5,33.0,0.0,6244.2,0.0,19449.3,0.0,6432.3,0.0,3874.0,391.8,436.2,0.0,14584.6,520.7,1078.4,0.0,2018.2,1137.4,0.0,4029.6,0.0,30.4,0.0,520.5
2020-01-04 05:00:00,0.0,587.0,0.0,174.5,33.0,0.0,5510.7,0.0,19502.0,0.0,7882.6,0.0,4202.0,391.8,1787.4,0.0,17780.1,520.7,1078.4,0.0,2988.4,879.4,0.0,4029.6,0.0,30.4,0.0,520.5
2020-01-04 06:00:00,0.0,580.7,0.0,0.0,33.0,0.0,5646.7,0.0,22287.6,75.7,9238.5,0.0,3987.1,391.8,788.4,0.0,25902.2,520.7,1078.4,0.0,2449.5,1137.4,0.0,4029.6,0.0,30.4,0.0,520.5
2020-01-04 07:00:00,0.0,0.0,0.0,523.1,33.0,0.0,5933.1,0.0,27125.9,244.6,13166.3,0.0,4058.3,391.8,808.2,0.0,31904.8,520.7,1078.4,0.0,4451.9,1137.4,0.0,4029.6,0.0,30.4,0.0,1402.1
2020-01-04 08:00:00,0.0,0.0,1429.1,669.4,33.0,0.0,6952.1,0.0,31540.4,227.9,16853.9,16359.7,4074.8,391.8,816.7,0.0,37818.5,520.7,2109.1,0.0,8157.9,0.0,0.0,4029.6,0.0,30.4,0.0,1427.2
2020-01-04 09:00:00,0.0,685.4,1355.2,669.4,41.1,0.0,5737.4,0.0,36090.1,497.6,16545.2,12097.2,4073.8,409.9,893.0,680.0,44675.6,534.8,2114.2,0.0,8174.6,0.0,0.0,4392.7,0.0,32.2,0.0,1429.2
2020-01-04 10:00:00,0.0,1216.9,1759.6,669.4,41.1,0.0,6672.9,0.0,36255.4,759.7,16559.9,19270.2,4057.1,409.9,816.3,1313.2,40768.5,534.8,2114.2,0.0,10076.1,0.0,0.0,4506.0,0.0,32.2,0.0,1419.9
2020-01-04 11:00:00,0.0,1269.0,1718.9,669.4,41.1,0.0,7321.5,0.0,35030.8,810.2,16632.3,22500.8,4052.6,409.9,1135.2,2622.8,37203.8,534.8,2114.2,0.0,9236.4,0.0,0.0,5095.3,534.1,32.2,0.0,1434.0
2020-01-04 12:00:00,0.0,1257.4,1806.0,669.4,41.1,0.0,8389.9,0.0,34315.2,897.5,16668.9,22507.6,4050.5,409.9,1125.8,2868.8,35284.8,534.8,2114.2,0.0,9333.2,0.0,0.0,5772.0,239.5,32.2,0.0,1436.2
2020-01-04 13:00:00,0.0,1216.9,1537.9,669.4,41.1,0.0,7173.3,0.0,32396.5,660.6,15870.5,21754.7,4048.1,409.9,871.7,2590.7,31475.5,534.8,2114.2,0.0,8844.2,0.0,0.0,5876.1,0.0,32.2,0.0,1428.1
2020-01-04 14:00:00,0.0,1019.0,1762.0,669.4,41.1,0.0,7892.9,0.0,31450.7,695.5,16353.8,22488.8,4077.4,409.9,823.4,2445.4,35383.3,534.8,2114.2,0.0,10583.0,0.0,0.0,4847.6,0.0,32.2,0.0,1429.1
2020-01-04 15:00:00,0.0,384.6,1830.4,669.4,38.0,0.0,10692.3,0.0,29910.8,1027.2,16050.0,26031.5,4093.3,333.3,824.1,1904.0,40516.9,519.3,2117.4,0.0,11085.3,0.0,0.0,4029.6,602.1,28.1,0.0,1363.9
2020-01-04 16:00:00,0.0,943.1,1804.6,669.4,38.0,0.0,10765.5,0.0,25556.1,1702.6,15664.1,31624.5,4125.0,333.3,856.4,1032.4,48785.7,519.3,2284.1,0.0,12631.5,0.0,466.4,4029.6,975.5,28.1,0.0,1387.3
2020-01-04 17:00:00,0.0,748.1,1788.6,669.4,38.0,0.0,12049.6,0.0,26338.2,1709.2,15900.7,36503.5,4137.0,333.3,842.9,1294.4,53292.7,1056.1,2284.1,0.0,13544.1,0.0,466.4,1199.2,975.5,28.1,0.0,1394.7
2020-01-04 18:00:00,0.0,0.0,1794.9,669.4,38.0,0.0,11775.6,281.1,28673.5,1702.6,17110.2,40250.3,4132.1,333.3,839.9,1966.8,52076.3,1414.8,2284.1,0.0,14027.9,0.0,466.4,786.4,1412.8,28.1,0.0,1390.1
2020-01-04 19:00:00,0.0,0.0,1740.7,669.4,38.0,0.0,10197.0,180.4,28485.7,1702.6,17164.7,39866.9,4119.9,333.3,833.5,1768.3,53051.2,793.7,2117.4,0.0,14077.5,0.0,0.0,1481.7,387.7,28.1,0.0,1379.9
2020-01-04 20:00:00,0.0,0.0,1680.9,669.4,38.0,0.0,9566.6,485.5,30160.8,1224.4,16899.9,36379.1,4099.8,333.3,824.1,1335.3,51527.9,519.3,2117.4,0.0,13657.4,0.0,0.0,2176.7,240.7,28.1,0.0,1363.9
2020-01-04 21:00:00,0.0,0.0,1433.0,477.9,47.3,0.0,9018.6,526.6,29847.0,1286.0,17551.8,31463.8,4084.9,437.5,815.6,182.9,48037.7,525.5,2115.5,0.0,13364.9,0.0,0.0,2052.9,0.0,33.0,0.0,1405.0
2020-01-04 22:00:00,0.0,0.0,1417.5,121.3,47.3,0.0,9898.5,526.6,30919.8,1090.3,18199.9,29333.9,4071.7,437.5,809.1,0.0,42371.4,525.5,1837.7,0.0,12619.3,0.0,0.0,1809.6,0.0,33.0,0.0,1389.7
2020-01-04 23:00:00,0.0,0.0,1480.2,0.0,47.3,0.0,11692.0,526.6,30317.6,523.4,17823.8,21958.0,3999.9,437.5,914.9,0.0,34829.8,525.5,1122.7,0.0,11967.5,0.0,0.0,4029.6,0.0,33.0,0.0,662.3
2020-01-05 00:00:00,0.0,0.0,1417.5,0.0,46.4,0.0,11268.5,547.9,33153.6,227.9,17455.1,15697.1,3315.4,367.3,1686.3,0.0,23946.7,531.9,1145.4,0.0,10631.9,0.0,0.0,4029.6,0.0,31.3,0.0,499.4
2020-01-05 01:00:00,0.0,0.0,1696.9,0.0,46.4,0.0,11940.4,547.9,28040.9,75.7,14592.5,11421.2,2030.4,367.3,1699.9,0.0,17121.5,531.9,1145.4,0.0,9831.0,0.0,0.0,4029.6,0.0,31.3,0.0,499.4
2020-01-05 02:00:00,0.0,0.0,1477.3,0.0,46.4,0.0,13243.1,547.9,23625.2,75.7,14372.8,15544.2,1186.5,367.3,165.5,0.0,12952.4,531.9,1145.4,0.0,9893.9,0.0,0.0,3950.5,0.0,31.3,0.0,499.4
2020-01-05 03:00:00,0.0,0.0,0.0,0.0,46.1,0.0,15161.9,503.4,19563.4,75.7,8976.4,5314.0,0.0,349.7,0.0,0.0,12849.4,545.2,1214.1,0.0,6567.5,0.0,0.0,3126.8,0.0,32.3,0.0,529.5
