,time,pipeImp,pipeImp_served,lngImp,lngImp_served,domDem,domDem_served,elecDem,elecDem_served,indDem,indDem_served,ghdDem,ghdDem_served,exp_n_oth,exp_n_oth_served,soc,soc_slack
0,2022-01-01 00:00:00,0.44771689497716893,0.447716894977169,0.09999999999999999,0.1,0.14120142783598041,0.14120142783598,0.19036623233610572,0.190366232336106,0.1394762494343745,0.139476249434375,0.04805936073059361,0.0480593607305936,0.11278538812785388,0.112785388127854,603.16,0
1,2022-01-01 01:00:00,0.44771689497716893,0.447716894977169,0.09999999999999999,0.1,0.1392749791668596,0.13927497916686,0.18942069138565715,0.189420691385657,0.1387834768568181,0.138783476856818,0.04805936073059361,0.0480593607305936,0.11278538812785388,0.112785388127913,603.075828236512,0
2,2022-01-01 02:00:00,0.44771689497716893,0.447716894977169,0.09999999999999999,0.1,0.13601160923601938,0.136011609236019,0.18781896175977497,0.187818961759775,0.13760993237844898,0.137609932378449,0.04805936073059361,0.0480593607305936,0.11278538812785388,0.112785388127902,602.995221235222,0
3,2022-01-01 03:00:00,0.44771689497716893,0.447716894977169,0.09999999999999999,0.1,0.1269820162109918,0.126982016210992,0.1833870502804283,0.183387050280428,0.1343627893143732,0.134362789314373,0.04805936073059361,0.0480593607305936,0.11278538812785388,0.112785388127851,602.920652877966,0
4,2022-01-01 04:00:00,0.44771689497716893,0.447716894977169,0.09999999999999999,0.1,0.128311868994593,0.128311868994593,0.18403976960024118,0.184039769600241,0.1348410193110678,0.134841019311068,0.04805936073059361,0.0480593607305936,0.11278538812785388,0.112785388127856,602.862793168279,0
5,2022-01-01 05:00:00,0.44771689497716893,0.447716894977169,0.09999999999999999,0.1,0.1417597013617898,0.14175970136179,0.19064024455800677,0.190640244558007,0.1396770108642822,0.139677010864282,0.04805936073059361,0.0480593607305936,0.11278538812785388,0.112785388127913,602.802472656492,0
6,2022-01-01 06:00:00,0.44771689497716893,0.447716894977169,0.09999999999999999,0.1,0.1533528312908644,0.153352831290864,0.19633039310310874,0.196330393103109,0.1438460305903965,0.143846030590396,0.04805936073059361,0.0480593607305936,0.11278538812785388,0.112785388127816,602.717267845827,0
7,2022-01-01 07:00:00,0.44771689497716893,0.447716894977169,0.09999999999999999,0.1,0.1784095344901036,0.178409534490104,0.20862874256753014,0.20862874256753,0.1528567024752201,0.15285670247522,0.04805936073059361,0.0480593607305936,0.11278538812785388,0.11278538812793,602.610610736961,0
8,2022-01-01 08:00:00,0.44771689497716893,0.447716894977169,0.09999999999999999,0.1,0.17095514343467158,0.170955143434672,0.20496997287563612,0.204969972875636,0.15017601973066408,0.150176019730664,0.04805936073059361,0.0480593607305936,0.11278538812785388,0.112785388127816,602.457587903547,0
9,2022-01-01 09:00:00,0.44771689497716893,0.447716894977169,0.09999999999999999,0.1,0.1851824441908328,0.185182444190833,0.21195302708046904,0.211953027080469,0.15529231687083872,0.155292316870839,0.04805936073059361,0.0480593607305936,0.11278538812785388,0.112785388127926,602.318358913624,0
10,2022-01-01 10:00:00,0.44771689497716893,0.447716894977169,0.09999999999999999,0.1,0.17259484106878542,0.172594841068785,0.20577477047250947,0.205774770472509,0.150765673415502,0.150765673415502,0.04805936073059361,0.0480593607305936,0.11278538812785388,0.112785388127853,602.152803271601,0
