,Unnamed: 0,Private Haushalte,GHD Raumwärme & Warmwasser,Industrie Raumwärme & Warmwasser,GHD Rest,Industrie Rest,Energiesektor
0,0,0.0001524853432354293,0.0001524853432354293,0.0001524853432354293,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
1,1,0.0001504049451046654,0.0001504049451046654,0.0001504049451046655,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
2,2,0.0001468807875119192,0.0001468807875119192,0.0001468807875119192,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
3,3,0.0001371296071393216,0.0001371296071393216,0.0001371296071393216,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
4,4,0.0001385657332555123,0.0001385657332555122,0.0001385657332555123,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
5,5,0.0001530882304123054,0.0001530882304123054,0.0001530882304123055,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
6,6,0.0001656078091694968,0.0001656078091694968,0.0001656078091694968,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
7,7,0.0001926668838986999,0.0001926668838986999,0.0001926668838986999,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
8,8,0.0001846167855666199,0.0001846167855666199,0.0001846167855666199,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
9,9,0.0001999810412428475,0.0001999810412428474,0.0001999810412428475,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
10,10,0.0001863875173529094,0.0001863875173529094,0.0001863875173529094,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
11,11,0.0001782060447831706,0.0001782060447831705,0.0001782060447831706,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
12,12,0.0001809486223542847,0.0001809486223542847,0.0001809486223542847,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
13,13,0.0001676439321995001,0.0001676439321995001,0.0001676439321995001,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
14,14,0.0001728129864749453,0.0001728129864749452,0.0001728129864749452,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
15,15,0.0001657800586770656,0.0001657800586770655,0.0001657800586770656,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
16,16,0.0001630773118127532,0.0001630773118127532,0.0001630773118127532,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
17,17,0.0001731690614598234,0.0001731690614598234,0.0001731690614598235,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
18,18,0.0001878559516941596,0.0001878559516941596,0.0001878559516941596,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
19,19,0.0001912783198158681,0.0001912783198158681,0.0001912783198158681,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
20,20,0.0001949996611563007,0.0001949996611563007,0.0001949996611563007,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
21,21,0.000189086269382069,0.000189086269382069,0.000189086269382069,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
22,22,0.0001771066860165266,0.0001771066860165265,0.0001771066860165266,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
23,23,0.0001529194614256293,0.0001529194614256293,0.0001529194614256293,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
24,24,0.0001399665351020436,0.0001399665351020436,0.0001399665351020436,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
25,25,0.0001315835032145192,0.0001315835032145191,0.0001315835032145192,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
26,26,0.0001292865811534935,0.0001292865811534935,0.0001292865811534935,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
27,27,0.0001218862400636821,0.0001218862400636821,0.0001218862400636821,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
28,28,0.0001223603452552612,0.0001223603452552611,0.0001223603452552612,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
29,29,0.000135091606201153,0.000135091606201153,0.000135091606201153,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
30,30,0.000142019436236268,0.000142019436236268,0.000142019436236268,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
31,31,0.000168156573666869,0.0001681565736668691,0.0001681565736668691,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
32,32,0.0001789001737508301,0.0001789001737508301,0.0001789001737508301,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
33,33,0.0001743150780567072,0.0001743150780567072,0.0001743150780567072,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
34,34,0.0001648980012451647,0.0001648980012451647,0.0001648980012451648,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
35,35,0.0001679756991396716,0.0001679756991396716,0.0001679756991396716,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
36,36,0.0001623903100134362,0.0001623903100134362,0.0001623903100134362,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
37,37,0.000152977961706169,0.000152977961706169,0.000152977961706169,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
38,38,0.0001492684356933331,0.0001492684356933331,0.0001492684356933331,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
39,39,0.000145464702022115,0.000145464702022115,0.000145464702022115,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
40,40,0.0001532889716415548,0.0001532889716415548,0.0001532889716415548,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
41,41,0.0001573844815221936,0.0001573844815221936,0.0001573844815221936,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
42,42,0.0001743962254554142,0.0001743962254554142,0.0001743962254554142,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
43,43,0.0001827542400395425,0.0001827542400395424,0.0001827542400395425,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
44,44,0.0001806015310867855,0.0001806015310867855,0.0001806015310867855,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
45,45,0.0001860925013365873,0.0001860925013365873,0.0001860925013365873,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
46,46,0.0001677031773372774,0.0001677031773372773,0.0001677031773372774,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
47,47,0.0001500404539449735,0.0001500404539449735,0.0001500404539449735,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
48,48,0.0001337099462024297,0.0001337099462024297,0.0001337099462024297,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
49,49,0.0001303685827462024,0.0001303685827462023,0.0001303685827462023,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
50,50,0.0001193745567090711,0.0001193745567090711,0.0001193745567090711,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
51,51,0.000116971138709929,0.0001169711387099289,0.000116971138709929,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
52,52,0.0001192578392412068,0.0001192578392412068,0.0001192578392412068,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
53,53,0.0001286831772891208,0.0001286831772891208,0.0001286831772891208,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
54,54,0.0001468085722974551,0.0001468085722974551,0.0001468085722974551,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
55,55,0.0001593976434887396,0.0001593976434887396,0.0001593976434887396,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
56,56,0.0001794023489060546,0.0001794023489060545,0.0001794023489060546,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
57,57,0.0001651960505968099,0.0001651960505968099,0.0001651960505968099,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
58,58,0.0001605467168142779,0.0001605467168142779,0.000160546716814278,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
59,59,0.0001498966890393758,0.0001498966890393758,0.0001498966890393758,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
60,60,0.0001557913637751389,0.0001557913637751389,0.0001557913637751389,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
61,61,0.0001450108042615472,0.0001450108042615472,0.0001450108042615472,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
62,62,0.0001459745379848681,0.0001459745379848681,0.0001459745379848681,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
63,63,0.0001366921809964284,0.0001366921809964283,0.0001366921809964284,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
64,64,0.0001432683245000485,0.0001432683245000486,0.0001432683245000486,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
65,65,0.0001571920062757888,0.0001571920062757888,0.0001571920062757888,0.0001141552511415525,0.0001141552511415525,0.0001141552511415525
